Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Date,,,,,
09-11-2016,1272.599976,1318.599976,1270,1272.199951,108
10-11-2016,1265.5,1287.5,1253.300049,1274.400024,63
14-11-2016,1221.199951,1229.5,1210.400024,1227.800049,216
15-11-2016,1224,1226,1222.5,1224.300049,20
16-11-2016,1223.400024,1229.300049,1223,1229.300049,66
17-11-2016,1216.5,1225,1211,1224.599976,1139
18-11-2016,1208.5,1211.900024,1207.199951,1211.900024,607
21-11-2016,1209.599976,1209.599976,1209.599976,1209.599976,19
22-11-2016,1211,1211.099976,1207.599976,1210.400024,19
23-11-2016,1189.099976,1213.800049,1186.800049,1212.800049,309
25-11-2016,1178.199951,1189.300049,1177,1177,14
28-11-2016,1190.599976,1190.599976,1188,1188,189914
29-11-2016,1187.900024,1194.800049,1179.400024,1193.199951,42124
30-11-2016,1170.800049,1193.300049,1167.900024,1187.099976,7158
01-12-2016,1166.900024,1174.599976,1160,1172.699951,1588
02-12-2016,1175.099976,1177.300049,1166.400024,1172.300049,1521
05-12-2016,1174,1186.699951,1157,1181.800049,358
06-12-2016,1167.599976,1174.5,1167.099976,1170.900024,652
07-12-2016,1175,1178.5,1166.400024,1167.699951,182
08-12-2016,1169.800049,1177.800049,1169.099976,1173.800049,322
09-12-2016,1159.400024,1168.800049,1156,1166.599976,365
12-12-2016,1163.5,1163.900024,1153,1158.300049,331
13-12-2016,1156.699951,1164,1155.400024,1163.5,637
14-12-2016,1161.300049,1164,1142,1159.800049,487
15-12-2016,1127.800049,1143.300049,1123.900024,1139.800049,244
16-12-2016,1135.300049,1140.900024,1126.900024,1126.900024,146
19-12-2016,1140.5,1140.699951,1137.900024,1139.400024,249
20-12-2016,1131.5,1133.5,1126.5,1133.5,46
21-12-2016,1131.099976,1136.099976,1130,1136.099976,50
22-12-2016,1128.800049,1132.800049,1128.300049,1131.199951,104
23-12-2016,1131.900024,1132.800049,1130.300049,1130.900024,70
27-12-2016,1137.300049,1142.199951,1134.300049,1134.300049,84
28-12-2016,1139.400024,1141.199951,1138,1141.199951,1570
29-12-2016,1156.400024,1158.800049,1143.599976,1143.800049,950
30-12-2016,1150,1162,1150,1162,16
03-01-2017,1160.400024,1160.800049,1146.5,1155.199951,52
04-01-2017,1163.800049,1165,1156.300049,1156.300049,36
05-01-2017,1179.699951,1183.300049,1171.5,1172,500
06-01-2017,1171.900024,1176.5,1171.900024,1176.5,16
09-01-2017,1183.5,1183.599976,1173,1173.900024,62
10-01-2017,1184.199951,1188.900024,1182.300049,1184.300049,8
11-01-2017,1195.599976,1197,1176.5,1187.5,20
12-01-2017,1198.900024,1204.300049,1192.300049,1192.699951,110
13-01-2017,1195.300049,1196,1187.699951,1195.699951,65
17-01-2017,1212,1214.599976,1200.800049,1205.5,79
18-01-2017,1211.300049,1214.699951,1203.099976,1213.599976,114
19-01-2017,1200.900024,1204,1195.800049,1200.5,26
20-01-2017,1204.300049,1212.099976,1202.800049,1202.800049,38
23-01-2017,1215,1215,1210,1212,16
24-01-2017,1210.300049,1219,1207.699951,1219,24
25-01-2017,1197.300049,1202.800049,1194.900024,1202,403
26-01-2017,1189.5,1199.699951,1185.599976,1199.699951,19
27-01-2017,1188.099976,1188.300049,1187.900024,1187.900024,234352
30-01-2017,1193.199951,1198.5,1187.099976,1191.699951,50503
31-01-2017,1208.599976,1214.699951,1193.5,1194.900024,3212
01-02-2017,1205.599976,1211.900024,1197.900024,1211.900024,1145
02-02-2017,1216.699951,1224.199951,1208.900024,1209.699951,1512
03-02-2017,1218.5,1220.599976,1206.199951,1214.900024,865
06-02-2017,1230,1235.400024,1218.5,1221.900024,908
07-02-2017,1234.199951,1236.199951,1228.5,1234.199951,1177
08-02-2017,1237.599976,1243.900024,1231,1232.099976,288
09-02-2017,1235.099976,1243.5,1226.900024,1239.400024,885
10-02-2017,1234.400024,1234.400024,1221.5,1227.599976,391
13-02-2017,1224.400024,1231.099976,1219,1230.5,398
14-02-2017,1223.900024,1233.5,1222.099976,1225.900024,159
15-02-2017,1231.699951,1231.699951,1217.300049,1225.5,175
16-02-2017,1240,1240.699951,1233.199951,1234.5,87
17-02-2017,1237.599976,1241.199951,1234.800049,1240.699951,301
21-02-2017,1237.5,1237.5,1228.099976,1237.300049,119
22-02-2017,1232,1238.599976,1231.800049,1236.099976,36
23-02-2017,1250.199951,1250.300049,1236.099976,1236.099976,112
24-02-2017,1256.900024,1258.800049,1250,1250,1264
27-02-2017,1257.400024,1263.099976,1250.400024,1254.699951,544
28-02-2017,1252.599976,1257.300049,1247.199951,1253.599976,721
01-03-2017,1248.900024,1248.900024,1236.900024,1247.800049,138
02-03-2017,1231.900024,1247.599976,1230.699951,1247.199951,79
03-03-2017,1225.5,1235.199951,1222.900024,1231.699951,121
06-03-2017,1224.5,1235.199951,1224.5,1235.199951,29
07-03-2017,1215.099976,1225.400024,1213.699951,1224.300049,53
08-03-2017,1208.5,1212.199951,1206.699951,1212.199951,24
09-03-2017,1202.400024,1205.599976,1202.300049,1204.5,37
10-03-2017,1200.699951,1203.300049,1196.199951,1196.199951,3
13-03-2017,1202.400024,1210,1202.300049,1206.199951,35
14-03-2017,1201.900024,1205.900024,1196.800049,1203.099976,22
15-03-2017,1200.099976,1221.199951,1197.699951,1198.199951,36
16-03-2017,1226.5,1231.400024,1222.199951,1222.199951,47
17-03-2017,1229.800049,1230.900024,1227.099976,1227.099976,26
20-03-2017,1233.599976,1234.400024,1229.300049,1229.300049,23
21-03-2017,1246.099976,1246.099976,1226.400024,1226.400024,11
22-03-2017,1249.300049,1249.5,1247.699951,1247.900024,3
23-03-2017,1246.900024,1247.5,1244.800049,1246.400024,16
24-03-2017,1248.199951,1248.300049,1247.599976,1248,3
27-03-2017,1255.400024,1257.699951,1253.800049,1255.800049,72
28-03-2017,1255.300049,1255.900024,1255.300049,1255.900024,19
29-03-2017,1253.400024,1253.400024,1252.099976,1252.199951,190678
30-03-2017,1245,1253.599976,1241.099976,1253.099976,51328
31-03-2017,1247.300049,1248.800049,1238.699951,1242.099976,8223
03-04-2017,1250.800049,1252.400024,1243.599976,1247.5,1160
04-04-2017,1255,1260.300049,1253,1253.099976,724
05-04-2017,1245.400024,1255.400024,1243,1255.400024,907
06-04-2017,1250.300049,1257.5,1249,1256.099976,169
07-04-2017,1254.300049,1269.099976,1249.5,1249.5,445
10-04-2017,1251.099976,1255.199951,1246.800049,1252.699951,182
11-04-2017,1271.199951,1273.5,1254.5,1254.5,401
12-04-2017,1275.300049,1285.099976,1272,1275,492
13-04-2017,1285.900024,1287.599976,1282,1285.300049,915
17-04-2017,1289.400024,1294.800049,1284.300049,1291.800049,73
18-04-2017,1291.699951,1291.699951,1278.599976,1283.900024,394
19-04-2017,1281.400024,1288,1274,1288,194
20-04-2017,1281.900024,1281.900024,1276.199951,1279.699951,127
21-04-2017,1287.400024,1287.400024,1279.199951,1279.800049,474
24-04-2017,1275.800049,1276.400024,1265,1275,605
25-04-2017,1265.599976,1276.900024,1262.099976,1275.599976,356
26-04-2017,1262.099976,1266,1262.099976,1266,1156
27-04-2017,1263.699951,1267.199951,1262.199951,1266.699951,206
28-04-2017,1266.099976,1267.199951,1264.699951,1265.900024,85
01-05-2017,1253.300049,1269.300049,1253.300049,1268.699951,34
02-05-2017,1255.099976,1256.199951,1251.199951,1256.199951,90
03-05-2017,1246.400024,1255.800049,1238.699951,1255.099976,195
04-05-2017,1226.5,1239.800049,1224.199951,1239.800049,72
05-05-2017,1224.800049,1233.699951,1224.800049,1227,16
08-05-2017,1225.300049,1234,1224,1224,43
09-05-2017,1214.300049,1226.199951,1214,1226.099976,55
10-05-2017,1217.300049,1220.199951,1217.300049,1219.800049,23
11-05-2017,1222.699951,1222.699951,1218.300049,1218.5,13
12-05-2017,1226.199951,1229.5,1226.099976,1228,29
15-05-2017,1228.599976,1232.699951,1227.5,1227.5,13
16-05-2017,1235,1237.300049,1230.400024,1230.400024,20
17-05-2017,1257.5,1259.199951,1240.699951,1241,26
18-05-2017,1251.699951,1260,1245.800049,1254.800049,43
19-05-2017,1252.699951,1252.699951,1252.699951,1252.699951,14
22-05-2017,1260.699951,1260.699951,1251.699951,1251.699951,14
23-05-2017,1254.800049,1261.599976,1250.599976,1261.5,20
24-05-2017,1252.400024,1257.800049,1249.699951,1251.900024,14
25-05-2017,1255.800049,1258.300049,1255.800049,1257.099976,11
26-05-2017,1267.599976,1267.599976,1267.599976,1267.599976,271457
30-05-2017,1262.099976,1270,1258.400024,1267.400024,129819
31-05-2017,1272,1273.199951,1258.5,1262.400024,2712
01-06-2017,1267,1269.199951,1260.800049,1268,825
02-06-2017,1276.800049,1279,1259,1265.199951,1732
05-06-2017,1279.300049,1282,1277,1279.199951,433
06-06-2017,1294.400024,1295.199951,1279.400024,1279.400024,942
07-06-2017,1290.099976,1293.099976,1284.300049,1291.599976,641
08-06-2017,1276.300049,1287.599976,1268.099976,1285.400024,319
09-06-2017,1268.5,1277.900024,1264.599976,1277.900024,467
12-06-2017,1266.099976,1269.300049,1263.199951,1266.400024,255
13-06-2017,1265.800049,1266.900024,1259.699951,1264.099976,150
14-06-2017,1272.800049,1278,1256.800049,1269.400024,336
15-06-2017,1252.199951,1264.199951,1250.300049,1263.199951,743
16-06-2017,1254,1255.300049,1251.300049,1252.800049,34
19-06-2017,1244.199951,1252.199951,1241.900024,1252.099976,108
20-06-2017,1241,1245.5,1240.5,1242.199951,75
21-06-2017,1243.400024,1245,1240,1244.099976,205
22-06-2017,1247.599976,1252.699951,1246.300049,1251,156
23-06-2017,1256.199951,1273.599976,1249.800049,1250,269
26-06-2017,1246.300049,1260.199951,1241.599976,1260.199951,194
27-06-2017,1246.400024,1251.800049,1245.900024,1251.599976,111
28-06-2017,1248,1248.5,1248,1248.5,370
29-06-2017,1244.199951,1250.699951,1238.099976,1248.199951,540
30-06-2017,1240.699951,1243.699951,1239.099976,1243.699951,43
03-07-2017,1217.900024,1236,1217.900024,1236,33
05-07-2017,1220.400024,1225,1217.099976,1222.5,40
06-07-2017,1222.199951,1225.099976,1222.199951,1225.099976,5
07-07-2017,1208.599976,1220.400024,1208.599976,1219.099976,116
10-07-2017,1212.099976,1212.099976,1209.599976,1211.400024,28
11-07-2017,1213.599976,1214.900024,1208.699951,1208.699951,12
12-07-2017,1218.099976,1219.400024,1217.900024,1218.300049,7
13-07-2017,1216.300049,1221.400024,1216.300049,1221.400024,7
14-07-2017,1226.599976,1227.5,1214.800049,1214.900024,23
17-07-2017,1232.800049,1233.400024,1229.900024,1229.900024,7
18-07-2017,1241.099976,1241.199951,1236.199951,1236.199951,29
19-07-2017,1241.199951,1241.199951,1240.099976,1240.400024,3
20-07-2017,1244.800049,1244.800049,1236.599976,1236.599976,5
21-07-2017,1254.300049,1254.300049,1250.5,1250.699951,16
24-07-2017,1253.900024,1256,1253.900024,1256,8
25-07-2017,1251.699951,1253.599976,1249.199951,1252.699951,18
26-07-2017,1249,1249,1244.800049,1244.800049,7
27-07-2017,1259.599976,1259.599976,1259.599976,1259.599976,220309
28-07-2017,1268.400024,1270,1256.900024,1258.400024,64180
31-07-2017,1266.599976,1270.800049,1265.800049,1268.900024,7780
01-08-2017,1272.599976,1273.300049,1262,1268.400024,1061
02-08-2017,1271.800049,1272.099976,1262.900024,1268.5,393
03-08-2017,1267.800049,1269.800049,1256.599976,1265.900024,878
04-08-2017,1258.300049,1269.599976,1253.900024,1269,521
07-08-2017,1258.199951,1259.099976,1255.300049,1258.699951,260
08-08-2017,1256.400024,1264.099976,1251.400024,1256.900024,555
09-08-2017,1273,1277.800049,1260.199951,1260.199951,574
10-08-2017,1283.699951,1287.400024,1274.900024,1276.599976,608
11-08-2017,1287.699951,1291.099976,1282,1286.300049,139
14-08-2017,1284.199951,1288.400024,1278.800049,1288.400024,338
15-08-2017,1273.699951,1280.5,1267.400024,1280.5,188
16-08-2017,1276.900024,1282.599976,1269.400024,1271.300049,110
17-08-2017,1286.400024,1288.5,1283.199951,1283.800049,43
18-08-2017,1285.699951,1300.699951,1284.300049,1288.599976,358
21-08-2017,1290.800049,1290.800049,1284.699951,1285.199951,18
22-08-2017,1285.099976,1288.400024,1283.199951,1287.199951,100
23-08-2017,1288.900024,1289.400024,1286.900024,1289.400024,250
24-08-2017,1286.5,1288.699951,1284,1288.699951,550
25-08-2017,1292.5,1292.699951,1280.300049,1285.400024,280
28-08-2017,1309.699951,1311.300049,1293.5,1293.5,145
29-08-2017,1313.099976,1323.800049,1313.099976,1318.800049,1178
30-08-2017,1308.099976,1312.5,1304.900024,1308.199951,1178
31-08-2017,1316.199951,1322.300049,1301.699951,1306.599976,373
01-09-2017,1324.5,1327.699951,1316.900024,1320.199951,313
05-09-2017,1339.199951,1339.199951,1328.599976,1335.199951,39
06-09-2017,1333.900024,1340.300049,1332.599976,1340,20
07-09-2017,1345.099976,1349,1336.400024,1336.400024,26
08-09-2017,1346,1355.800049,1345.599976,1351,37
11-09-2017,1331,1331,1327.300049,1331,9
12-09-2017,1328,1328,1325.199951,1327,15
13-09-2017,1323.400024,1323.400024,1323.400024,1323.400024,16
14-09-2017,1324.699951,1329.300049,1319.599976,1319.599976,316
15-09-2017,1320.400024,1321.199951,1319.800049,1320.599976,15
18-09-2017,1306.300049,1310.400024,1306,1309.800049,129
19-09-2017,1306.199951,1310.300049,1305.099976,1307.900024,20
20-09-2017,1312,1312,1298.699951,1312,12
21-09-2017,1290.599976,1304.099976,1290.300049,1299.099976,336
22-09-2017,1293.300049,1295.699951,1293.300049,1295,209
25-09-2017,1306.800049,1309.199951,1291,1293.099976,51
26-09-2017,1297,1305.599976,1297,1304.5,39
27-09-2017,1283.400024,1283.400024,1283.400024,1283.400024,19488
28-09-2017,1285.5,1288,1277,1283.099976,5226
29-09-2017,1281.5,1289.400024,1281.5,1284.199951,492
02-10-2017,1272.699951,1276.099976,1270.400024,1275,136
03-10-2017,1271.5,1273.300049,1268.599976,1269.699951,192
04-10-2017,1273.699951,1280.800049,1270,1273.800049,218
05-10-2017,1269.900024,1277.800049,1267.599976,1277.800049,36
06-10-2017,1271.599976,1272,1260.5,1267.599976,46
09-10-2017,1281.800049,1284,1279,1280.599976,19
10-10-2017,1290.599976,1293,1281.699951,1282.599976,18
11-10-2017,1285.800049,1292,1284.900024,1287.300049,21
12-10-2017,1293.300049,1294.5,1289.300049,1291.5,14
